title,price,area,price_per_sqft,locality,city,property_type,bedroom_num,bathroom_num,balcony_num,furnished,age,total_floors,latitude,longitude
 ,15000000,600,25000.0,Mulund,Mumbai,Apartment,2,2,0,Furnished,0,1,19.15052414,72.96657562
Mohite Mrugank,10400000,685,15182.481751824818,Chembur,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.05220032,72.90049744
Veena Sentrio,12500000,650,19230.76923076923,Chembur,Mumbai,Apartment,1,2,0,Unfurnished,1,1,19.03843307,72.88267517
Omkar Raga,11500000,777,14800.5148005148,Chembur,Mumbai,Apartment,1,2,0,Unfurnished,11,1,19.06176186,72.89309692
Omkar Raga,11000000,820,13414.634146341463,Chembur,Mumbai,Apartment,1,2,0,Semi-Furnished,11,1,19.06176186,72.89309692
Ajmera Building No 6 Ajmera Greenfinity A Wing B Wing,15500000,800,19375.0,Wadala,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.01486969,72.8625412
Raunak Centrum,17500000,900,19444.444444444445,Sion,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.05160141,72.87945557
L And T 77 Crossroads,16000000,1000,16000.0,Ghatkopar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.0725708,72.91046906
Omkar Raga,11800000,772,15284.974093264249,Chembur,Mumbai,Apartment,1,1,0,Unfurnished,11,1,19.06212234,72.89194489
Mega Nova,11000000,1150,9565.217391304348,Ulwe,Mumbai,Apartment,2,2,0,Semi-Furnished,8,1,18.97327232,73.01860809
 ,12000000,1250,9600.0,Kharghar,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.0669384,73.07126617
Bhoomi Acropolis,4249000,954,4453.878406708595,Virar,Mumbai,Apartment,2,1,0,Semi-Furnished,6,1,19.46921349,72.79705811
 ,14500000,580,25000.0,Chembur,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.03552437,72.88008881
Bombay Island City Center,90000000,1950,46153.846153846156,Dadar,Mumbai,Apartment,3,2,0,Semi-Furnished,5,1,19.02168846,72.86678314
Kanakia Challenger,21000000,1050,20000.0,Kandivali,Mumbai,Apartment,2,2,0,Furnished,11,1,19.20845222,72.87151337
 ,12500000,380,32894.73684210526,Khar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.07024956,72.8334198
Rustomjee Summit,32500000,1425,22807.01754385965,Borivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.22001266,72.85799408
Proviso Tower,20000000,1400,14285.714285714286,Koper Khairane,Mumbai,Apartment,3,3,0,Unfurnished,10,1,19.09879875,73.00171661
 ,18900000,1000,18900.0,Goregaon,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.16399574,72.85372162
Piramal Revanta,22500000,999,22522.522522522522,Mulund,Mumbai,Apartment,2,2,0,Semi-Furnished,1,1,19.16497993,72.93400574
Piramal Revanta,13200000,555,23783.783783783783,Mulund,Mumbai,Apartment,1,2,0,Semi-Furnished,1,1,19.16602707,72.93453979
 ,75000000,1500,50000.0,Santacruz,Mumbai,Apartment,3,4,0,Semi-Furnished,0,1,19.08218765,72.83522034
Lodha Luxuria,24000000,1611,14897.579143389199,Thane,Mumbai,Apartment,3,3,0,Semi-Furnished,7,1,19.21727943,72.99073792
Sonam Indradhanush,25000000,2100,11904.761904761905,Mira Road,Mumbai,Apartment,5,4,0,Semi-Furnished,0,1,19.27168274,72.889328
Lotus Unity By Lotus,95000000,3750,25333.333333333332,Andheri,Mumbai,Apartment,6,6,0,Semi-Furnished,2,1,19.1423111,72.81121826
MJ Shah Arihant Towers,36800000,980,37551.02040816326,Lower Parel,Mumbai,Apartment,2,3,0,Semi-Furnished,0,1,18.99069214,72.83187103
 ,3425000,730,4691.780821917808,Badlapur,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.15929413,73.23465729
 ,15500000,658,23556.231003039513,Kandivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.20248985,72.84230804
 ,21100000,1050,20095.238095238095,Mulund,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.16559982,72.96344757
L And T Seawood West Square,30000000,1250,24000.0,Seawoods,Mumbai,Apartment,3,2,0,Unfurnished,0,1,19.020504,73.01750946
 ,13800000,1450,9517.241379310344,Mira Road,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.28095818,72.87423706
Piramal Revanta,18000000,625,28800.0,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.16602707,72.93453979
MJ Shah Arihant Towers,55000000,1410,39007.09219858156,Lower Parel,Mumbai,Apartment,3,4,0,Semi-Furnished,0,1,18.99069214,72.83187103
Arihant Sky,15000000,710,21126.76056338028,Chembur,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.05995369,72.90613556
Reputed Builder Giriraj Darshan,14500000,1100,13181.818181818182,Koper Khairane,Mumbai,Apartment,2,2,0,Semi-Furnished,4,1,19.10663986,73.01081848
Vasant Park,8220000,1180,6966.1016949152545,Kalyan,Mumbai,Apartment,2,2,0,Semi-Furnished,11,1,19.26094437,73.13653564
 ,12500000,940,13297.872340425532,Kolshet,Mumbai,Apartment,2,2,0,Furnished,7,1,19.24021149,72.99583435
 ,24000000,2500,9600.0,Karjat,Mumbai,Independent House,3,3,0,Furnished,0,1,18.90983391,73.34146118
 ,25000000,2500,10000.0,Karjat,Mumbai,Independent House,4,4,0,Furnished,0,1,18.90983391,73.34146118
 ,30000000,2500,12000.0,Karjat,Mumbai,Independent House,3,3,0,Furnished,0,1,18.90983391,73.34146118
 ,13500000,1800,7500.0,Karjat,Mumbai,Independent House,2,2,0,Unfurnished,0,1,18.90983391,73.34146118
 ,35000000,4000,8750.0,Karjat,Mumbai,Independent House,4,4,0,Furnished,0,1,18.90983391,73.34146118
 ,32500000,2750,11818.181818181818,Karjat,Mumbai,Independent House,3,3,0,Furnished,0,1,18.90983391,73.34146118
Shree Balaji Heights,12500000,1180,10593.22033898305,Bhayandar,Mumbai,Apartment,2,2,0,Semi-Furnished,6,1,19.30729294,72.86174774
 ,8800000,300,29333.333333333332,Worli,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.00009727,72.81965637
Marathon Nexzone Ion 1,8500000,1240,6854.8387096774195,Panvel,Mumbai,Apartment,2,2,0,Unfurnished,1,1,18.96603584,73.12674713
Indiabulls Greens,6200000,1246,4975.922953451043,Panvel,Mumbai,Apartment,2,2,0,Unfurnished,7,1,18.95139694,73.1480484
Spenta Alta Vista,15300000,980,15612.244897959185,Chembur,Mumbai,Apartment,2,2,0,Semi-Furnished,3,1,19.06170273,72.89389801
BP DPS Park View,19500000,900,21666.666666666668,Goregaon,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.16014862,72.84059906
Shantee Sunshine Hills,2400000,595,4033.6134453781515,Vasai,Mumbai,Apartment,1,1,0,Unfurnished,10,1,19.40670013,72.84128571
Omkar Signet,11000000,500,22000.0,Malad,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.18054962,72.85873413
Swaraj Homes Zion Mount,6700000,700,9571.42857142857,Kamothe,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.02017403,73.08625793
 ,38000000,1050,36190.47619047619,Parel,Mumbai,Apartment,2,2,0,Unfurnished,0,1,18.99790382,72.84116364
Reputed Builder Satyam View CHS,7500000,680,11029.411764705883,Airoli,Mumbai,Apartment,1,2,0,Unfurnished,4,1,19.14344978,72.99737549
Siddharth Riverwood Park,4200000,580,7241.379310344828,Dombivali,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.16084671,73.07293701
Modirealty Wisteria,10400000,422,24644.549763033174,Kandivali,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.21153259,72.83704376
Swaraj Homes Zion Mount,6700000,700,9571.42857142857,Kamothe,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.02017403,73.08625793
Reputed Builder Shree Matruchaya CHS,6800000,680,10000.0,Airoli,Mumbai,Apartment,1,1,0,Unfurnished,17,1,19.14389992,72.99359131
Raj Classic,7100000,680,10441.176470588236,Mira Road,Mumbai,Apartment,1,2,0,Unfurnished,14,1,19.30116081,72.86985016
Oberoi Sky City,120000000,2650,45283.018867924526,Borivali,Mumbai,Apartment,6,6,0,Semi-Furnished,0,1,19.22089958,72.86664581
Oberoi Sky City,115000000,2650,43396.22641509434,Borivali,Mumbai,Apartment,6,6,0,Semi-Furnished,0,1,19.22089958,72.86664581
Oberoi Sky City,110000000,2650,41509.43396226415,Borivali,Mumbai,Apartment,6,6,0,Semi-Furnished,0,1,19.22089958,72.86664581
Oberoi Sky City,100000000,2650,37735.84905660377,Borivali,Mumbai,Apartment,6,6,0,Semi-Furnished,0,1,19.22089958,72.86664581
Oberoi Sky City,96000000,2650,36226.41509433962,Borivali,Mumbai,Apartment,6,6,0,Semi-Furnished,0,1,19.22089958,72.86664581
RNA Continental,24000000,1050,22857.14285714286,Chembur,Mumbai,Apartment,2,2,0,Semi-Furnished,10,1,19.05865669,72.90431213
 ,65000000,2250,28888.88888888889,Chembur,Mumbai,Apartment,4,4,0,Unfurnished,0,1,19.04581451,72.89766693
Nandkumar Janki Legacy,12000000,1060,11320.754716981131,Mira Road,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.29340935,72.86810303
Salangpur Salasar Aarpan,10000000,1050,9523.809523809523,Mira Road,Mumbai,Apartment,2,2,0,Semi-Furnished,6,1,19.29981804,72.8743515
Reputed Builder Prathmesh Ashish,9500000,1015,9359.605911330049,Mira Road,Mumbai,Apartment,2,2,0,Semi-Furnished,4,1,19.29786491,72.8760376
Tulip Enterprises Heights,32500000,2290,14192.139737991267,Koper Khairane,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.10612106,73.00378418
Runwal Gardens Phase 3 Bldg No 27 28,4500000,570,7894.736842105263,Dombivali,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.18514824,73.08755493
Runwal Gardens Phase 3 Bldg No 24 To 26,3500000,545,6422.018348623853,Dombivali,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.18514442,73.08755493
Lodha Lodha Codename Premier Lodha Palava,4500000,595,7563.0252100840335,Dombivali,Mumbai,Apartment,1,1,0,Semi-Furnished,1,1,19.18171501,73.09033203
Lodha Lodha Codename Premier Lodha Palava,9900000,950,10421.052631578947,Dombivali,Mumbai,Apartment,3,2,0,Semi-Furnished,1,1,19.18168831,73.09040833
Lodha Lodha Codename Premier Lodha Palava,8500000,850,10000.0,Dombivali,Mumbai,Apartment,2,2,0,Semi-Furnished,1,1,19.18169785,73.09033966
365 Days Majestic Planet,3900000,655,5954.198473282443,Taloja,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.06897354,73.0943222
 ,85000000,2200,38636.36363636364,Juhu,Mumbai,Apartment,4,4,0,Semi-Furnished,0,1,19.10037613,72.82952118
Tulip Enterprises Heights,32000000,2260,14159.29203539823,Koper Khairane,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.10612106,73.00378418
Runwal Runwal Forests Tower 9 To 11,13500000,650,20769.23076923077,Kanjurmarg,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.13692856,72.92999268
Indiabulls Greens,8500000,1156,7352.941176470588,Panvel,Mumbai,Apartment,2,2,0,Unfurnished,7,1,18.95307922,73.14958191
 ,5856000,640,9150.0,Mira Road,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.28087616,72.87459564
Tritonia Man Mandir,4915500,565,8700.0,Bhayandar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.30430031,72.85890198
Seven Eleven Apna Ghar Phase III,4620000,525,8800.0,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28028488,72.88607788
Seven Eleven Seven Eleven Apna Ghar,4136000,470,8800.0,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
Seven Eleven Seven Eleven Apna Ghar,4620000,525,8800.0,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
Seven Eleven Seven Eleven Apna Ghar,2728000,310,8800.0,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
Seven Eleven Seven Eleven Apna Ghar,2820000,285,9894.736842105263,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
 ,6954000,729,9539.094650205761,Mira Road,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.28087616,72.87459564
Seven Eleven Seven Eleven Apna Ghar,4620000,525,8800.0,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
Lodha Miraroad Tower 1 And Tower 2,5388000,550,9796.363636363636,Mira Road,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.28286552,72.88014984
Seven Eleven Seven Eleven Apna Ghar,2728000,310,8800.0,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
Seven Eleven Seven Eleven Apna Ghar,4620000,525,8800.0,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
Lodha Miraroad Tower 1 And Tower 2,5388000,550,9796.363636363636,Mira Road,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.28286552,72.88014984
Seven Eleven Seven Eleven Apna Ghar,4620000,525,8800.0,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
Seven Eleven Seven Eleven Apna Ghar,2730000,310,8806.451612903225,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
Seven Eleven Seven Eleven Apna Ghar,4630000,525,8819.047619047618,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
Seven Eleven Seven Eleven Apna Ghar,4630000,525,8819.047619047618,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
Seven Eleven Seven Eleven Apna Ghar,4630000,525,8819.047619047618,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
Seven Eleven Seven Eleven Apna Ghar,2728000,310,8800.0,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
Seven Eleven Seven Eleven Apna Ghar,2728000,310,8800.0,Mira Road,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.28027725,72.88612366
 ,43000000,1170,36752.13675213675,Wadala,Mumbai,Apartment,3,2,0,Furnished,0,1,19.01882362,72.8559494
Royal Palms Golden Isle,5800000,615,9430.894308943089,Goregaon,Mumbai,Apartment,2,2,0,Furnished,14,1,19.1560955,72.88613892
Nine Krisha Arcade,2600000,645,4031.0077519379847,Boisar,Mumbai,Apartment,1,1,0,Semi-Furnished,2,1,19.79138756,72.75965881
Ajmera Boulevard,14000000,485,28865.9793814433,Malad,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.19112206,72.83776093
Apex Green Wood,8500000,495,17171.717171717173,Borivali,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.22286224,72.85883331
Rosa Manhattan,16000000,755,21192.052980132452,Thane,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.25816727,72.97775269
 ,9500000,1200,7916.666666666667,Ulwe,Mumbai,Apartment,2,2,0,Unfurnished,0,1,18.96970749,73.02323151
Reputed Builder Anita Apartment,95000000,1400,67857.14285714286,Andheri,Mumbai,Apartment,2,2,0,Furnished,0,1,18.95881844,72.80994415
L And T 77 Crossroads,10000000,474,21097.04641350211,Ghatkopar,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.07318497,72.91017151
L And T 77 Crossroads,14000000,658,21276.59574468085,Ghatkopar,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.07318497,72.91017151
PNK Space Tiara Hills Phase I Bldg No 3 5 And 2,5000000,575,8695.652173913044,Mira Road,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.27721214,72.88743591
Hiranandani Rodas Enclave Rose Hill,65500000,2100,31190.47619047619,Thane,Mumbai,Apartment,4,3,0,Semi-Furnished,0,1,19.25864792,72.98754883
Shraddha Polaris,8600000,560,15357.142857142857,Vikhroli,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.1209259,72.93847656
Aditya Sai Prasad,13500000,780,17307.69230769231,Vikhroli,Mumbai,Apartment,2,2,0,Unfurnished,3,1,19.12114525,72.93861389
Reputed Builder Prem Tower,26500000,1300,20384.615384615383,Goregaon,Mumbai,Apartment,3,3,0,Semi-Furnished,4,1,19.15737534,72.84634399
 ,5000000,560,8928.57142857143,Vasai,Mumbai,Apartment,1,1,0,Semi-Furnished,7,1,19.3768425,72.80838776
Royal Palms Ruby Isle,8500000,1100,7727.272727272727,Goregaon,Mumbai,Apartment,3,3,0,Unfurnished,11,1,19.15352058,72.88448334
Reputed Builder Palms Apartment 2,7600000,800,9500.0,Goregaon,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.15347672,72.88446045
 ,19000000,850,22352.941176470587,Borivali,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.24913406,72.84872437
 ,5000000,610,8196.72131147541,Vasai,Mumbai,Apartment,1,1,0,Semi-Furnished,7,1,19.3712368,72.80831146
 ,30000000,1400,21428.571428571428,Chembur,Mumbai,Apartment,2,2,0,Furnished,0,1,19.04581451,72.89766693
Dosti West County,20500000,1350,15185.185185185184,Thane,Mumbai,Apartment,3,3,0,Furnished,0,1,19.21686745,72.9930954
Hiranandani Rodas Enclave Annora,29500000,1450,20344.827586206895,Thane,Mumbai,Apartment,3,3,0,Semi-Furnished,8,1,19.2585144,72.98682404
Lodha Amara Tower 29 31,10000000,950,10526.315789473685,Thane,Mumbai,Apartment,2,2,0,Unfurnished,2,1,19.23366165,72.98854065
 ,60000000,1400,42857.142857142855,Ville Parle,Mumbai,Apartment,3,3,0,Furnished,0,1,19.0951004,72.8605957
 ,60000000,1300,46153.846153846156,Ville Parle,Mumbai,Apartment,3,2,0,Furnished,0,1,19.0951004,72.8605957
 ,11000000,1180,9322.033898305084,Ulwe,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,18.97022629,73.02006531
 ,8800000,802,10972.568578553615,Mira Road,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.30123329,72.87739563
Tharwani Palladian,9500000,1065,8920.18779342723,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.08336449,73.08347321
Rudra Codename Big Space,4800000,1085,4423.963133640553,Taloja,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.0712471,73.08940887
Arihant Aspire Phase 2,5500000,650,8461.538461538461,Panvel,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.96602821,73.12598419
Arihant Aspire Phase 2,8000000,1050,7619.047619047619,Panvel,Mumbai,Apartment,2,2,0,Unfurnished,0,1,18.96610641,73.12606049
Superb Yogakshema Residency,3500000,700,5000.0,Panvel,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.98672104,73.11056519
Gami Tiara,4500000,600,7500.0,Taloja,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.99187851,73.11486816
Sai Shradha The Greens,3000000,600,5000.0,Taloja,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.0837574,73.11013794
Sai Shradha The Greens,3000000,600,5000.0,Taloja,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.08549309,73.09250641
Payal Paradise,5200000,715,7272.727272727273,Ulwe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.96655464,73.01921844
Lodha Fiorenza,180000000,4000,45000.0,Goregaon,Mumbai,Apartment,5,5,0,Semi-Furnished,6,1,19.15398598,72.85559082
Imperial Bhaveshwar Oasis,4800000,720,6666.666666666667,Ulwe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.96636009,73.01882172
Tharwani Palladian,9500000,1065,8920.18779342723,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.08336449,73.08347321
RNA NG NG Paradise,8500000,980,8673.469387755102,Mira Road,Mumbai,Apartment,2,3,0,Semi-Furnished,11,1,19.2821312,72.8817749
 ,13500000,470,28723.40425531915,Thane,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.19291306,72.97014618
 ,15000000,1050,14285.714285714286,Nerul,Mumbai,Apartment,2,2,0,Furnished,0,1,19.0361557,73.02041626
 ,15500000,950,16315.78947368421,Nerul,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.0361557,73.02041626
Moon Midtown Eve,4700000,520,9038.461538461539,Kalyan,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.26180077,73.12059784
Jalaram Shree Uma Heights,3865000,565,6840.70796460177,Dombivali,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.21290207,73.10504913
Royal Palms Palms Residences,5400000,550,9818.181818181818,Goregaon,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.15040016,72.8862381
Ajmera One Kalyan,4600000,720,6388.888888888889,Kalyan,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.24346352,73.14926147
 ,57500000,1220,47131.147540983606,Ville Parle,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.09947395,72.84689331
 ,47500000,1034,45938.10444874275,Ville Parle,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.09901047,72.84705353
RNA NG Oakland Park,35000000,1300,26923.076923076922,Andheri,Mumbai,Apartment,3,3,0,Semi-Furnished,11,1,19.14911079,72.82739258
 ,6300000,750,8400.0,Kamothe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.02000999,73.08602905
Dharti Sai Archana,9500000,1060,8962.264150943396,Kamothe,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.00997353,73.10004425
UB Tirupati Complex,8200000,1260,6507.936507936508,Kamothe,Mumbai,Apartment,2,2,0,Unfurnished,6,1,19.01501274,73.09631348
 ,10500000,1050,10000.0,Goregaon,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.15538597,72.88494873
Laxmi Aniruddha Enclave,5500000,650,8461.538461538461,Kamothe,Mumbai,Apartment,1,1,0,Unfurnished,10,1,19.01057243,73.10204315
UB Tirupati Complex,8200000,1260,6507.936507936508,Kamothe,Mumbai,Apartment,2,2,0,Unfurnished,6,1,19.01501274,73.09631348
 ,10500000,1050,10000.0,Goregaon,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.15538597,72.88494873
Laxmi Aniruddha Enclave,5500000,650,8461.538461538461,Kamothe,Mumbai,Apartment,1,1,0,Unfurnished,10,1,19.01057243,73.10204315
Runwal Elegante,55000000,1205,45643.15352697096,Andheri,Mumbai,Apartment,3,3,0,Semi-Furnished,7,1,19.14074326,72.82852936
Transcon Transcon Triumph Tower 1,42000000,1050,40000.0,Andheri,Mumbai,Apartment,2,2,0,Unfurnished,1,1,19.13820076,72.83409119
 ,53000000,1350,39259.25925925926,Prabhadevi,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.01625061,72.8247757
Sitaram Kutir,5000000,645,7751.937984496124,Kalamboli,Mumbai,Apartment,1,1,0,Unfurnished,10,1,19.03689194,73.10425568
Jai Gurudeo Complex,14000000,1600,8750.0,Kamothe,Mumbai,Apartment,3,3,0,Semi-Furnished,11,1,19.01538849,73.08787537
Royal Palms Piccadilly Condos,2900000,350,8285.714285714286,Goregaon,Mumbai,Apartment,1,1,0,Unfurnished,18,1,19.15395355,72.88538361
Royal Palms Ruby Isle,3000000,350,8571.42857142857,Goregaon,Mumbai,Apartment,1,1,0,Unfurnished,11,1,19.15221214,72.88626099
Adinath Group Anupam Darshan,5500000,645,8527.131782945737,Kamothe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.02196693,73.08730316
Space Residency,6000000,665,9022.556390977443,Kamothe,Mumbai,Apartment,1,2,0,Unfurnished,10,1,19.02135277,73.08742523
 ,3350000,410,8170.731707317073,Kamothe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.02084732,73.08809662
Pratik Gardens,11400000,888,12837.837837837838,Kamothe,Mumbai,Apartment,2,2,0,Furnished,6,1,19.02066231,73.08712006
Reputed Builder Sai Apartment,14500000,600,24166.666666666668,Nerul,Mumbai,Apartment,1,1,0,Semi-Furnished,11,1,19.12855911,72.81993103
Space Residency,11500000,1400,8214.285714285714,Kamothe,Mumbai,Apartment,2,2,0,Unfurnished,10,1,19.02110481,73.08737183
Reputed Builder Maruti Villa,7800000,980,7959.183673469388,Kamothe,Mumbai,Apartment,2,2,0,Unfurnished,4,1,19.02207756,73.08831024
Godrej Riviera Phase 1,6000000,1000,6000.0,Kalyan,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.24609947,73.13349152
Godrej Riviera Phase 1,4300000,680,6323.529411764706,Kalyan,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.24609947,73.13349152
Royal Palms Palm Island,7500000,800,9375.0,Goregaon,Mumbai,Apartment,2,2,0,Unfurnished,11,1,19.15341949,72.88521576
 ,7000000,1160,6034.482758620689,Vichumbe,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,18.98605347,73.13777161
Shree Laxmi Park One Badlapur,3125000,714,4376.750700280112,Badlapur,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.15452766,73.23560333
 ,35000000,1800,19444.444444444445,Ghansoli,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.12344551,72.99107361
Swaraj Bella Vita,13500000,1100,12272.727272727272,Ghansoli,Mumbai,Apartment,2,2,0,Unfurnished,8,1,19.12186432,72.99705505
Bhairaav Goldcrest Residency Phase 2,9600000,751,12782.956058588548,Ghansoli,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.11817741,72.99394989
Shree Hanuman CHS,4500000,380,11842.105263157895,Ghansoli,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.12075043,72.99980164
Srushti Shri Rajendra Srushti ,2000000,595,3361.344537815126,Palghar,Mumbai,Apartment,1,1,0,Semi-Furnished,3,1,19.67874146,72.75352478
 ,2200000,810,2716.0493827160494,Vevoor,Mumbai,Apartment,2,2,0,Semi-Furnished,2,1,19.67333984,72.76306915
Reputed Builder Sea Breeze Apartment,12500000,640,19531.25,Andheri,Mumbai,Apartment,2,2,0,Unfurnished,24,1,19.25645638,72.85070038
Romell Empress,11600000,530,21886.79245283019,Borivali,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.24716187,72.85005951
Shraddha Paradise,16968000,606,28000.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.22035599,72.85218811
Shraddha Paradise,19300000,690,27971.014492753624,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.2202549,72.85211945
Runwal Elegante,68000000,1980,34343.43434343435,Andheri,Mumbai,Apartment,3,4,0,Unfurnished,7,1,19.14074326,72.82852936
Kalpataru Sparkle,135000000,2850,47368.42105263158,Bandra,Mumbai,Apartment,5,5,0,Furnished,8,1,19.05696678,72.84830475
Samarth Aangan,62000000,1780,34831.4606741573,Andheri,Mumbai,Apartment,4,4,0,Semi-Furnished,20,1,19.14055443,72.83118439
DLH Orchid,47500000,1600,29687.5,Andheri,Mumbai,Apartment,3,3,0,Semi-Furnished,9,1,19.14196014,72.82585144
ACME Giri Kunj Complex,5990000,648,9243.827160493827,Thane,Mumbai,Apartment,1,2,0,Furnished,16,1,19.27964592,72.95453644
Raunak Unnathi Woods Phase VI F2,8800000,900,9777.777777777777,Thane,Mumbai,Apartment,2,2,0,Semi-Furnished,5,1,19.26784134,72.97390747
Raunak Unnati Woods Phase 7,5340000,575,9286.95652173913,Thane,Mumbai,Apartment,1,2,0,Semi-Furnished,0,1,19.26850891,72.97367096
